"","drg","stateProvider","num_charges","mean_charge"
"1273","244","MD",20,21487.3086015
"1274","244","ME",3,40722.9709666667
"1275","244","MI",33,43500.46488
"1276","244","MN",12,46112.2736725
"1277","244","MO",27,47639.2065011111
"1278","244","MS",16,46656.80901375
"1279","244","MT",4,39891.15155
"1280","244","NC",28,44700.1440157143
"1281","244","ND",6,31813.32594
"1282","244","NE",8,46558.51795625
"1283","244","NH",5,39583.414066
"1284","244","NJ",40,76311.6873165
"1285","244","NM",5,50710.30003
"1286","244","NV",9,84884.8086277778
"1287","244","NY",53,44868.5423941509
"1288","244","OH",46,43692.9730813043
"1289","244","OK",15,52511.3277886667
"1290","244","OR",11,35937.7442
"1291","244","PA",61,60772.4422673771
"1292","244","RI",2,53036.28882
"1293","244","SC",22,56501.2698863636
"1294","244","SD",4,30610.7356225
"1295","244","TN",24,50915.8240075
"1296","244","TX",67,59620.8388686567
"1297","244","UT",5,40589.038006
"1298","244","VA",27,48405.9260648148
"1299","244","VT",2,36386.388025
"1300","244","WA",21,51504.5465552381
"1301","244","WI",17,37916.7205617647
"1302","244","WV",8,33460.45393125
"1303","244","WY",2,47054.31884
"1304","246","AK",1,119404.1622
"1305","246","AL",18,85104.193775
"1306","246","AR",16,73982.991475
"1307","246","AZ",29,106051.309908276
"1308","246","CA",84,161320.33738619
"1309","246","CO",9,114569.878846667
"1310","246","CT",8,86989.42892125
"1311","246","DC",2,77746.0886
"1312","246","DE",5,69620.966638
"1313","246","FL",72,116878.572543333
"1314","246","GA",20,77479.017997
"1315","246","HI",3,83872.9094533333
"1316","246","IA",13,69711.28534
"1317","246","ID",5,68517.663248
"1318","246","IL",45,99765.6403177778
"1319","246","IN",26,78872.5612738461
"1320","246","KS",9,90300.7247266667
"1321","246","KY",20,69890.022301
"1322","246","LA",20,98881.0106875
"1323","246","MA",13,64829.3122553846
"1324","246","MD",13,32189.6546753846
"1325","246","ME",2,68967.427645
"1326","246","MI",29,67123.3380286207
"1327","246","MN",14,75241.3714407143
"1328","246","MO",28,75180.0672503571
"1329","246","MS",13,85716.7059530769
"1330","246","MT",4,64555.2706825
"1331","246","NC",20,78351.847737
"1332","246","ND",6,62789.0616966667
"1333","246","NE",4,64128.299485
"1334","246","NH",3,76264.4577066667
"1335","246","NJ",25,136823.579316
"1336","246","NM",7,80876.5337857143
"1337","246","NV",8,154815.0508625
"1338","246","NY",39,73162.5089415385
"1339","246","OH",41,81145.4926243902
"1340","246","OK",11,88067.9593627273
"1341","246","OR",7,63492.4775485714
"1342","246","PA",38,112644.925615
"1343","246","RI",2,109760.7125
"1344","246","SC",14,93521.3472657143
"1345","246","SD",4,59444.86663
"1346","246","TN",23,77878.6553786957
"1347","246","TX",73,108099.209784521
"1348","246","UT",5,59855.75865
"1349","246","VA",22,89245.2425222727
"1350","246","VT",1,50859.52542
"1351","246","WA",17,92754.4232535294
"1352","246","WI",15,66582.6425266667
"1353","246","WV",9,60650.2734555556
"1354","246","WY",2,88603.458335
"1355","247","AK",4,89574.9377025
"1356","247","AL",28,68770.3599192857
"1357","247","AR",21,52103.2916590476
"1358","247","AZ",39,75701.6060887179
"1359","247","CA",123,105702.415935854
"1360","247","CO",26,79900.5904819231
"1361","247","CT",11,58331.0908881818
"1362","247","DC",2,63247.649945
"1363","247","DE",5,49804.887872
"1364","247","FL",96,81398.4178372917
"1365","247","GA",42,55870.2408369048
"1366","247","HI",5,48613.106686
"1367","247","IA",21,49331.9292295238
"1368","247","ID",7,48303.6074
"1369","247","IL",78,70338.8662370513
"1370","247","IN",47,53164.6729517021
"1371","247","KS",19,57168.7087763158
"1372","247","KY",24,47261.1672191667
"1373","247","LA",34,68358.8511202941
"1374","247","MA",21,47766.6463838095
"1375","247","MD",19,19959.6182431579
"1376","247","ME",4,50038.7471975
"1377","247","MI",34,45336.1080717647
"1378","247","MN",17,49594.7392323529
"1379","247","MO",42,56503.1523092857
"1380","247","MS",17,60495.9630070588
"1381","247","MT",8,45037.16125125
"1382","247","NC",29,55712.6063024138
"1383","247","ND",6,43003.2077216667
"1384","247","NE",15,66312.3411706667
"1385","247","NH",8,56343.3449175
"1386","247","NJ",29,96687.5269510345
"1387","247","NM",9,57891.8316166667
"1388","247","NV",13,94032.5659038462
"1389","247","NY",51,48271.5118019608
"1390","247","OH",62,52567.5978646774
"1391","247","OK",19,66313.01745
"1392","247","OR",16,45171.10837625
"1393","247","PA",67,75480.7534313433
"1394","247","RI",3,86142.5906566667
"1395","247","SC",17,70015.9635194118
"1396","247","SD",4,40291.1609875
"1397","247","TN",32,57647.65658125
"1398","247","TX",118,76758.8130224576
"1399","247","UT",9,49260.0713255556
"1400","247","VA",34,59362.1233308824
"1401","247","VT",1,38523.78102
"1402","247","WA",27,65500.6938662963
"1403","247","WI",32,48014.192725625
"1404","247","WV",11,40875.6839136364
"1405","247","WY",2,54673.59817
"1406","249","AL",21,62618.2012761905
"1407","249","AR",15,49826.3299986667
"1408","249","AZ",19,65849.9706073684
"1409","249","CA",59,98612.2027335593
"1410","249","CO",12,63044.2437341667
"1411","249","CT",11,53888.5709363636
"1412","249","DC",2,60858.83614
"1413","249","DE",4,47934.1280925
"1414","249","FL",72,76181.7475194444
"1415","249","GA",28,47564.7671542857
"1416","249","HI",1,49204.72222
"1417","249","IA",12,42862.2236233333
"1418","249","ID",4,40526.4579525
"1419","249","IL",58,62734.4241758621
"1420","249","IN",41,48254.5281856098
"1421","249","KS",14,57843.6507885714
"1422","249","KY",20,42997.8545385
"1423","249","LA",16,62717.58435875
"1424","249","MA",20,44688.465649
"1425","249","MD",16,17417.629655
"1426","249","ME",3,36575.79496
"1427","249","MI",33,40423.1966960606
"1428","249","MN",13,44715.5129923077
"1429","249","MO",33,51790.5006521212
"1430","249","MS",12,49348.52549
"1431","249","MT",5,37838.671402
"1432","249","NC",24,51663.04022125
"1433","249","ND",2,38584.459485
"1434","249","NE",8,63097.93068625
"1435","249","NH",4,49237.66893
"1436","249","NJ",23,85498.2912804348
"1437","249","NM",5,50038.363982
"1438","249","NV",10,87206.217886
"1439","249","NY",44,47336.9048872727
"1440","249","OH",46,49892.6107632609
"1441","249","OK",15,66053.2093146667
"1442","249","OR",8,41741.3581475
"1443","249","PA",52,64188.0826415385
"1444","249","RI",3,75383.02674
"1445","249","SC",13,66255.9455638462
"1446","249","SD",4,39816.21415
"1447","249","TN",23,52506.348233913
"1448","249","TX",54,69793.2852577778
"1449","249","UT",4,38273.9794925
"1450","249","VA",25,57106.3174568
"1451","249","VT",1,35789.2
"1452","249","WA",15,58502.8214566667
"1453","249","WI",20,45512.072214
"1454","249","WV",7,36373.6871385714
"1455","249","WY",1,49498.63158
"1456","251","AK",1,87011.14286
"1457","251","AL",15,49720.288576
"1458","251","AR",8,47969.62198875
"1459","251","AZ",18,73116.5537177778
"1460","251","CA",59,100786.790203051
"1461","251","CO",11,78601.1621081818
"1462","251","CT",6,59099.248585
"1463","251","DC",2,64296.52559
"1464","251","DE",1,44443.23438
"1465","251","FL",62,75412.3426314516
"1466","251","GA",14,52414.3011278571
"1467","251","HI",1,32224.78571
"1468","251","IA",8,43306.834645
"1469","251","ID",2,32618.916665
"1470","251","IL",40,63691.39750775
"1471","251","IN",23,52378.9570221739
"1472","251","KS",6,47340.5353666667
"1473","251","KY",16,44875.12784
"1474","251","LA",12,58474.4338216667
"1475","251","MA",12,49021.8682733333
"1476","251","MD",13,21044.3620130769
"1477","251","ME",3,38070.3289933333
"1478","251","MI",28,37286.1914910714
"1479","251","MN",12,55812.5196783333
"1480","251","MO",23,57252.3873173913
"1481","251","MS",9,43151.6410822222
"1482","251","MT",1,37837
"1483","251","NC",21,53588.329232381
"1484","251","ND",3,35685.52361
"1485","251","NE",6,52098.8065066667
"1486","251","NH",2,58767.833805
"1487","251","NJ",18,86571.0304688889
"1488","251","NM",3,63347.1947333333
"1489","251","NV",5,83949.306176
"1490","251","NY",38,52522.2726110526
"1491","251","OH",34,51359.1687885294
"1492","251","OK",10,70670.733471
"1493","251","OR",6,38700.7328066667
"1494","251","PA",42,71622.3007142857
"1495","251","RI",2,62363.01667
"1496","251","SC",10,68534.606874
"1497","251","SD",3,37700.8655666667
"1498","251","TN",15,57054.794316
"1499","251","TX",50,68869.3815088
"1500","251","UT",4,36757.390995
"1501","251","VA",16,56606.90613625
"1502","251","VT",1,42468.82051
"1503","251","WA",13,56740.8739292308
"1504","251","WI",14,50173.0349457143
"1505","251","WV",4,34822.5032375
"1506","251","WY",1,75760.76923
"1507","252","AK",1,90891.15385
"1508","252","AL",20,70686.1238325
"1509","252","AR",13,60940.0869484615
"1510","252","AZ",20,84980.340936
"1511","252","CA",107,137772.313697477
"1512","252","CO",10,87859.275429
"1513","252","CT",10,100608.011348
"1514","252","DC",6,77624.422545
"1515","252","DE",3,61133.40688
"1516","252","FL",102,94653.5562871569
"1517","252","GA",39,66023.4588351282
"1518","252","HI",3,71448.8154766667
"1519","252","IA",5,71283.872452
"1520","252","ID",4,57339.8688675
"1521","252","IL",58,87479.0190887931
"1522","252","IN",28,70025.7931907143
"1523","252","KS",8,80539.24418625
"1524","252","KY",16,56874.91594125
"1525","252","LA",27,78521.5699788889
"1526","252","MA",27,55178.0425455556
"1527","252","MD",30,29947.4955953333
"1528","252","ME",2,44112.72449
"1529","252","MI",41,59741.8449495122
"1530","252","MN",14,71720.2416571429
"1531","252","MO",26,72278.5528880769
"1532","252","MS",18,66239.4939283333
"1533","252","MT",2,63453.18939
"1534","252","NC",31,56019.0632954839
"1535","252","ND",3,40845.2155533333
"1536","252","NE",5,68922.254916
"1537","252","NH",4,89139.081725
"1538","252","NJ",46,134575.798526087
"1539","252","NM",7,57535.13945
"1540","252","NV",7,140762.836867143
"1541","252","NY",66,72579.7798039394
"1542","252","OH",48,65384.4384047917
"1543","252","OK",12,65459.5286683333
"1544","252","OR",8,63624.16561625
"1545","252","PA",55,100071.120506182
"1546","252","RI",3,97421.3667433333
"1547","252","SC",18,81289.2309588889
"1548","252","SD",3,70144.0880233333
"1549","252","TN",26,65966.4391669231
"1550","252","TX",94,85168.6614617021
"1551","252","UT",4,51591.5248375
"1552","252","VA",28,77585.1505960714
"1553","252","VT",1,50565.5
"1554","252","WA",18,85228.5710877778
"1555","252","WI",16,69211.71540875
"1556","252","WV",8,43660.45703875
"1557","253","AK",1,81205.90909
"1558","253","AL",26,62226.1405342308
"1559","253","AR",16,54164.02857875
"1560","253","AZ",20,71684.490916
"1561","253","CA",91,125562.106067143
"1562","253","CO",10,87762.205976
"1563","253","CT",13,61542.9590815385
"1564","253","DC",4,74671.0035975
"1565","253","DE",3,49740.8553433333
"1566","253","FL",97,81255.0830570103
"1567","253","GA",32,60318.302339375
"1568","253","HI",1,55712.22727
"1569","253","IA",9,53249.1222233333
"1570","253","ID",3,31880.3715733333
"1571","253","IL",66,73532.7029565151
"1572","253","IN",37,56168.3119875676
"1573","253","KS",15,60943.7246973333
"1574","253","KY",20,53470.4859895
"1575","253","LA",24,69698.0526858333
"1576","253","MA",23,49759.2511765217
"1577","253","MD",30,22163.5794296667
"1578","253","ME",4,42501.5233
"1579","253","MI",41,49843.4783126829
"1580","253","MN",13,61698.9312661538
"1581","253","MO",31,59540.0645674194
"1582","253","MS",18,53792.52542
"1583","253","MT",4,44125.1188325
"1584","253","NC",28,51362.5098053571
"1585","253","ND",5,36820.390432
"1586","253","NE",7,49915.7183571429
"1587","253","NH",5,60323.502382
"1588","253","NJ",50,107701.8711776
"1589","253","NM",6,58644.32208
"1590","253","NV",9,112615.764625556
"1591","253","NY",61,61472.5134514754
"1592","253","OH",58,53732.1078212069
"1593","253","OK",11,58071.1756354545
"1594","253","OR",9,52545.0891477778
"1595","253","PA",60,81251.5421888333
"1596","253","RI",4,69639.4251725
"1597","253","SC",16,71744.220670625
"1598","253","SD",3,55457.76428
"1599","253","TN",28,56149.7588825
"1600","253","TX",98,76214.5190656122
"1601","253","UT",6,41917.588985
"1602","253","VA",30,59908.3864866667
"1603","253","VT",1,40776.17857
"1604","253","WA",23,69753.1518821739
"1605","253","WI",23,59965.0796173913
"1606","253","WV",9,40514.6495977778
"1607","253","WY",1,42969.94737
"1608","254","AL",21,50536.1986395238
"1609","254","AR",14,43260.8578535714
"1610","254","AZ",16,51347.841980625
"1611","254","CA",61,82959.4567686885
"1612","254","CO",6,60273.150975
"1613","254","CT",13,39272.8619738461
"1614","254","DC",4,49741.8382375
"1615","254","DE",3,39983.7622233333
"1616","254","FL",70,60269.8170687143
"1617","254","GA",29,43559.2944182759
"1618","254","HI",1,53921.72222
"1619","254","IA",12,39052.1049433333
"1620","254","ID",4,30288.042875
"1621","254","IL",48,51041.6810925
"1622","254","IN",32,39688.5164034375
"1623","254","KS",9,45384.6162888889
"1624","254","KY",17,38467.3119682353
"1625","254","LA",19,51201.3559773684
"1626","254","MA",18,36127.24894
"1627","254","MD",28,14969.6259131429
"1628","254","ME",5,28703.271312
"1629","254","MI",32,36517.4193446875
"1630","254","MN",10,44445.716846
"1631","254","MO",25,42564.9473988
"1632","254","MS",15,39452.87991
"1633","254","MT",3,27428.6688233333
"1634","254","NC",22,37297.4369413636
"1635","254","ND",3,22404.2857133333
"1636","254","NE",6,36356.6920033333
"1637","254","NH",4,47077.708795
"1638","254","NJ",31,64934.1824525806
"1639","254","NM",4,45347.66071
"1640","254","NV",8,76252.0796175
"1641","254","NY",45,37105.064486
"1642","254","OH",43,39492.1810932558
"1643","254","OK",12,41845.4958891667
"1644","254","OR",6,35300.2202233333
"1645","254","PA",40,54015.263323
"1646","254","RI",3,41386.5260366667
"1647","254","SC",18,47407.6538233333
"1648","254","SD",3,43575.81769
"1649","254","TN",25,43545.3892096
"1650","254","TX",69,55209.7167737681
"1651","254","UT",2,24193.98182
"1652","254","VA",20,42803.0136915
"1653","254","VT",1,29609.58824
"1654","254","WA",17,51456.5969429412
"1655","254","WI",13,40650.1417338462
"1656","254","WV",8,27102.33269
"1657","254","WY",2,41699.60577
"1658","280","AK",1,79674.45455
"1659","280","AL",32,42942.1937728125
"1660","280","AR",22,30499.5400072273
"1661","280","AZ",27,53782.4036674074
"1662","280","CA",170,82123.2224477059
"1663","280","CO",13,56753.3120330769
"1664","280","CT",27,34285.4506977778
"1665","280","DC",3,59618.1547633333
"1666","280","DE",5,32491.664514
"1667","280","FL",138,58014.442237029
"1668","280","GA",51,40009.1462305882
"1669","280","HI",9,40402.0267988889
"1670","280","IA",21,31095.333987619
"1671","280","ID",6,27664.2737266667
"1672","280","IL",91,45789.06096
"1673","280","IN",48,34039.8125279167
"1674","280","KS",15,38761.490488
"1675","280","KY",34,32200.1066779412
"1676","280","LA",28,44942.86978
"1677","280","MA",46,23194.852791087
"1678","280","MD",37,17692.2791341622
"1679","280","ME",14,23577.8684064286
"1680","280","MI",70,27855.8137227857
"1681","280","MN",24,32367.3139270833
"1682","280","MO",45,40042.7396422889
"1683","280","MS",24,41994.6023891667
"1684","280","MT",3,27671.0806166667
"1685","280","NC",63,28746.1812563492
"1686","280","ND",6,23550.85798
"1687","280","NE",13,37428.9751492308
"1688","280","NH",12,30492.4601458333
"1689","280","NJ",60,89859.8763868333
"1690","280","NM",8,47661.496145
"1691","280","NV",11,89514.6285754545
"1692","280","NY",120,39620.23608675
"1693","280","OH",81,36821.6485631481
"1694","280","OK",23,41030.4913491304
"1695","280","OR",16,32733.512169375
"1696","280","PA",104,48935.6231122115
"1697","280","RI",10,31690.538889
"1698","280","SC",32,42626.7312690625
"1699","280","SD",7,29524.2745085714
"1700","280","TN",45,38480.4048031111
"1701","280","TX",124,56750.6544083065
"1702","280","UT",4,29385.35224
"1703","280","VA",50,35343.3305972
"1704","280","VT",2,24005.948645
"1705","280","WA",32,39658.9721153125
"1706","280","WI",33,28618.8743684848
"1707","280","WV",19,25022.9855947368
"1708","280","WY",2,35610.385415
"1709","281","AK",1,38210.11765
"1710","281","AL",23,30953.2078373913
"1711","281","AR",19,20699.1122089474
"1712","281","AZ",21,35726.1521661905
"1713","281","CA",115,55744.0053903478
"1714","281","CO",12,34316.2398166667
"1715","281","CT",23,26011.2041121739
"1716","281","DC",3,34424.29091
"1717","281","DE",4,21276.8416175
"1718","281","FL",123,39823.8207733333
"1719","281","GA",47,26476.2102840426
"1720","281","HI",7,21382.1952385714
"1721","281","IA",19,21910.4195278947
"1722","281","ID",4,25001.48651
"1723","281","IL",75,31870.40929304
"1724","281","IN",39,23806.1204279487
"1725","281","KS",13,29262.6096561538
"1726","281","KY",31,21845.7007420645
"1727","281","LA",20,28681.7279345
"1728","281","MA",42,16670.1132859286
"1729","281","MD",37,9933.91608105405
"1730","281","ME",14,16430.3393445714
"1731","281","MI",58,20413.7736948793
"1732","281","MN",22,22556.0139004545
"1733","281","MO",34,25737.2683014706
"1734","281","MS",20,27265.5267815
"1735","281","MT",2,20320.266665
"1736","281","NC",54,22011.1458388148
"1737","281","ND",5,16004.598492
"1738","281","NE",12,26963.0277433333
"1739","281","NH",12,22561.9873791667
"1740","281","NJ",55,58968.7638918182
"1741","281","NM",9,29728.8382944444
"1742","281","NV",10,53564.834279
"1743","281","NY",100,27471.4143592
"1744","281","OH",63,26300.289783
"1745","281","OK",22,26995.0471404545
"1746","281","OR",13,19332.5874
"1747","281","PA",82,34521.2371045366
"1748","281","RI",8,24663.95586375
"1749","281","SC",26,29717.1286130769
"1750","281","SD",4,22221.8288125
"1751","281","TN",33,26229.1515821212
"1752","281","TX",101,37286.1439475248
"1753","281","UT",3,19248.96111
"1754","281","VA",45,24676.338754
"1755","281","VT",3,15569.4902566667
"1756","281","WA",30,26984.642306
"1757","281","WI",23,22561.439863913
"1758","281","WV",18,15962.8730621111
"1759","281","WY",2,24412.085
"1760","282","AK",1,27804.66667
"1761","282","AL",22,23978.8444020455
"1762","282","AR",14,16158.0074791429
"1763","282","AZ",10,31771.368468
"1764","282","CA",63,41138.2588326984
"1765","282","CO",8,23649.80524625
"1766","282","CT",15,20943.762738
"1767","282","DC",2,26354.380515
"1768","282","DE",3,19872.7695866667
"1769","282","FL",92,30014.56374775
"1770","282","GA",34,20463.2858167647
"1771","282","HI",5,18965.065226
"1772","282","IA",15,17556.5860542
"1773","282","ID",4,17263.9824525
"1774","282","IL",44,23232.3475374091
"1775","282","IN",22,20717.3930531818
"1776","282","KS",7,23292.5888542857
"1777","282","KY",21,17420.0895126667
"1778","282","LA",12,23800.6591614167
"1779","282","MA",34,13656.8103951471
"1780","282","MD",31,7051.40246419355
"1781","282","ME",14,12641.1754592857
"1782","282","MI",52,15279.1467170385
"1783","282","MN",14,16534.9534635714
"1784","282","MO",22,20561.2662727273
"1785","282","MS",18,23409.0612927778
"1786","282","MT",1,13830
"1787","282","NC",47,17413.7542831489
"1788","282","ND",4,15824.897435
"1789","282","NE",8,25845.65437375
"1790","282","NH",9,19386.9220714444
"1791","282","NJ",51,40005.7361627451
"1792","282","NM",7,24366.4775757143
"1793","282","NV",5,44267.457706
"1794","282","NY",74,19862.6654973919
"1795","282","OH",42,20250.743915381
"1796","282","OK",14,22526.7594264286
"1797","282","OR",9,15934.4006966667
"1798","282","PA",60,26102.3135887333
"1799","282","RI",4,20811.136939
"1800","282","SC",21,25389.7454657143
"1801","282","SD",5,18546.01865
"1802","282","TN",32,20226.2811095938
"1803","282","TX",56,29640.2300117857
"1804","282","UT",1,19126.45455
"1805","282","VA",34,19578.5328039412
"1806","282","VT",3,11258.1204333333
"1807","282","WA",17,23220.4042854706
"1808","282","WI",12,20029.0795958333
"1809","282","WV",14,12608.8619725714
"1810","282","WY",2,27769.75824
"1811","286","AK",1,66196.38889
"1812","286","AL",25,49696.2804092
"1813","286","AR",10,37112.29222
"1814","286","AZ",18,60760.2496833333
"1815","286","CA",66,116796.442390758
"1816","286","CO",5,72771.15826
"1817","286","CT",9,55647.17848
"1818","286","DC",1,59858.69048
"1819","286","DE",4,44667.721995
"1820","286","FL",68,68150.2300129412
"1821","286","GA",35,41227.330618
"1822","286","HI",1,48272.35714
"1823","286","IA",9,38893.3266433333
"1824","286","IL",55,57504.9658141818
"1825","286","IN",26,42271.1191823077
"1826","286","KS",8,45848.95991125
"1827","286","KY",18,38813.8854588889
"1828","286","LA",14,61404.4938971429
"1829","286","MA",15,49477.4221626667
"1830","286","MD",17,18366.6026481765
"1831","286","ME",2,32056.567165
"1832","286","MI",35,40017.8364897143
"1833","286","MN",13,54632.7631507692
"1834","286","MO",27,43121.8307985185
"1835","286","MS",14,48669.0293021429
"1836","286","MT",2,30738.633335
"1837","286","NC",27,39501.2751722222
"1838","286","ND",3,33266.9176466667
"1839","286","NE",5,46332.658394
"1840","286","NH",3,40613.5853666667
"1841","286","NJ",40,100278.0826545
"1842","286","NM",2,52295.02778
"1843","286","NV",4,96851.2480175
"1844","286","NY",39,53777.3054887179
"1845","286","OH",44,48171.6861393182
"1846","286","OK",12,59929.6672241667
"1847","286","OR",6,40928.086675
"1848","286","PA",44,76119.0710475
"1849","286","RI",3,47221.1838366667
"1850","286","SC",19,54625.7332026316
"1851","286","SD",1,35696.2
"1852","286","TN",21,44114.0195966667
"1853","286","TX",72,67386.9394436111
"1854","286","UT",4,35936.89822
"1855","286","VA",29,48770.1125072414
"1856","286","VT",1,23585.14286
"1857","286","WA",12,62248.0009966667
"1858","286","WI",14,45667.7365371429
"1859","286","WV",5,30584.739988
"1860","286","WY",2,51449.20982
"1861","287","AK",4,47509.6832875
"1862","287","AL",34,30585.2207491176
"1863","287","AR",25,25545.641076
"1864","287","AZ",40,39895.57409425
"1865","287","CA",143,62781.7290553147
"1866","287","CO",26,38181.6459773077
"1867","287","CT",17,33730.7872447059
"1868","287","DC",4,35094.948385
"1869","287","DE",5,27131.81581
"1870","287","FL",119,42422.9430873109
"1871","287","GA",57,29686.4363466667
"1872","287","HI",6,28465.6952516667
"1873","287","IA",21,25137.197917619
"1874","287","ID",7,23481.8105628571
"1875","287","IL",89,36066.8066592135
"1876","287","IN",51,27106.86958
"1877","287","KS",22,30263.1827313636
"1878","287","KY",34,24294.0966952941
"1879","287","LA",38,32391.0519586842
"1880","287","MA",32,22725.5113621875
"1881","287","MD",26,10760.6169160385
"1882","287","ME",9,19106.14697
"1883","287","MI",52,22692.3425630769
"1884","287","MN",18,27925.8649255556
"1885","287","MO",48,28853.0375929167
"1886","287","MS",22,31038.8536795455
"1887","287","MT",6,21317.9527416667
"1888","287","NC",44,25017.0216693182
"1889","287","ND",6,19016.176
"1890","287","NE",18,30878.3836927778
"1891","287","NH",11,27100.9220709091
"1892","287","NJ",53,58794.0528113208
"1893","287","NM",8,29709.000045
"1894","287","NV",17,54564.8097876471
"1895","287","NY",73,28617.5828193151
"1896","287","OH",70,28879.5497531429
"1897","287","OK",25,32099.528982
"1898","287","OR",15,24550.072078
"1899","287","PA",77,39187.029937013
"1900","287","RI",5,31161.839224
"1901","287","SC",28,32780.6254753571
"1902","287","SD",6,19219.3208983333
"1903","287","TN",43,29717.8502869767
"1904","287","TX",142,41168.7824835916
"1905","287","UT",9,21553.1250733333
"1906","287","VA",41,30962.4336936585
"1907","287","VT",1,16823.25301
"1908","287","WA",29,33246.1282989655
"1909","287","WI",31,25483.8171906452
"1910","287","WV",19,19053.3151521053
"1911","287","WY",2,30320.712455
"1912","291","AK",5,45689.544694
"1913","291","AL",62,31511.4025474194
"1914","291","AR",35,26975.5711511429
"1915","291","AZ",46,38435.6648682609
"1916","291","CA",238,67058.8991522689
"1917","291","CO",27,40788.1572755556
"1918","291","CT",29,31119.519998
"1919","291","DC",7,41163.4016228571
"1920","291","DE",6,23676.83457
"1921","291","FL",161,47015.8594778261
"1922","291","GA",88,29246.7327210227
"1923","291","HI",12,34656.3676658333
"1924","291","IA",28,24357.4229503571
"1925","291","ID",9,23682.1886377778
"1926","291","IL",120,35215.2630988583
"1927","291","IN",70,26313.0387945714
"1928","291","KS",29,30207.1798023103
"1929","291","KY",59,25950.7192302203
"1930","291","LA",59,32556.089760339
"1931","291","MA",55,19774.1707007273
"1932","291","MD",43,14266.346086
"1933","291","ME",17,21026.6199623529
"1934","291","MI",85,22382.2527895294
"1935","291","MN",35,27623.0313371429
"1936","291","MO",68,30521.5208039706
"1937","291","MS",45,31324.4884288889
"1938","291","MT",9,19910.3691033333
"1939","291","NC",81,23004.8704114444
"1940","291","ND",6,18297.5767716667
"1941","291","NE",19,32010.3657610526
"1942","291","NH",13,26632.8983315385
"1943","291","NJ",64,76238.436588125
"1944","291","NM",12,34968.2157641667
"1945","291","NV",19,65293.1970994737
"1946","291","NY",146,33632.4709783356
"1947","291","OH",111,27715.2952932703
"1948","291","OK",50,27897.94183298
"1949","291","OR",24,27280.3129883333
"1950","291","PA",132,36113.2507227045
"1951","291","RI",10,29615.646756
"1952","291","SC",48,34285.2226052083
"1953","291","SD",8,27606.8952425
"1954","291","TN",80,26985.524529075
"1955","291","TX",201,42707.0701926866
"1956","291","UT",14,24719.6116514286
"1957","291","VA",72,26146.8056663889
"1958","291","VT",4,20038.9409175
"1959","291","WA",41,32167.4865880488
"1960","291","WI",55,24199.9961378182
"1961","291","WV",27,19228.0966244444
"1962","291","WY",3,28092.92333
"1963","292","AK",7,30353.1001171429
"1964","292","AL",76,18605.1972938158
"1965","292","AR",41,17081.8427501951
"1966","292","AZ",50,27392.597621
"1967","292","CA",256,43447.2954932812
"1968","292","CO",37,26321.6868310811
"1969","292","CT",30,21117.8699861667
"1970","292","DC",7,26073.6983014286
"1971","292","DE",6,17732.8153316667
"1972","292","FL",161,30548.4458968323
"1973","292","GA",97,18816.2960859588
"1974","292","HI",13,23019.8197915385
"1975","292","IA",30,15641.813005
"1976","292","ID",10,16402.5294667
"1977","292","IL",126,23449.5994909921
"1978","292","IN",76,18118.8362884211
"1979","292","KS",36,19604.1048453056
"1980","292","KY",65,16351.8994905692
"1981","292","LA",67,19550.4613720746
"1982","292","MA",56,13569.9299764107
"1983","292","MD",44,9452.73908959091
"1984","292","ME",20,15359.5616075
"1985","292","MI",88,15245.1167581591
"1986","292","MN",47,17789.7306725532
"1987","292","MO",71,20394.884910662
"1988","292","MS",55,19350.0792087636
"1989","292","MT",10,14211.6467238
"1990","292","NC",83,16092.1300262169
"1991","292","ND",6,11265.3739178333
"1992","292","NE",19,21198.9193672632
"1993","292","NH",13,17757.8514815385
"1994","292","NJ",63,53450.0227650794
"1995","292","NM",22,21279.2434586364
"1996","292","NV",20,38990.4758915
"1997","292","NY",158,21924.8657607785
"1998","292","OH",119,18772.2361775966
"1999","292","OK",57,17658.2325979123
"2000","292","OR",29,17547.6229968276
"2001","292","PA",139,25350.1429202518
"2002","292","RI",10,19674.059257
"2003","292","SC",54,22102.8819019815
"2004","292","SD",9,18572.5092133333
"2005","292","TN",90,17844.3106001333
"2006","292","TX",237,27639.806824384
"2007","292","UT",18,16523.172214
"2008","292","VA",73,17761.5110043288
"2009","292","VT",5,14309.544238
"2010","292","WA",46,21516.8339436957
"2011","292","WI",62,16643.8435816129
"2012","292","WV",31,12755.0628932903
"2013","292","WY",8,18247.42684875
"2014","293","AK",4,19227.6370325
"2015","293","AL",67,13839.6652077463
"2016","293","AR",42,12047.4905174048
"2017","293","AZ",37,18400.6422362162
"2018","293","CA",183,32996.1524589617
"2019","293","CO",22,19320.8782986818
"2020","293","CT",28,15195.1263007857
"2021","293","DC",6,18010.99907
"2022","293","DE",5,12435.33863
"2023","293","FL",148,21015.4400878446
"2024","293","GA",76,13785.4160567237
"2025","293","HI",9,14704.4648726667
"2026","293","IA",31,11564.1510480645
"2027","293","ID",6,11180.2074315
"2028","293","IL",117,16859.4462233419
"2029","293","IN",67,12666.8224866269
"2030","293","KS",28,13777.6932821429
"2031","293","KY",59,12051.0900872373
"2032","293","LA",66,13067.4257765
"2033","293","MA",55,10083.0313782727
